id|acronym|title|startDate|endDate|totalCost|legalBasis|topics|masterCall|subCall|fundingScheme|objective|grantDoi|cluster
101095375|Generation-H|Multi-component interventions to reducing unhealthy diets and physical inactivity among adolescents in sub-Saharan Africa|2024-01-01|2028-12-31|2685625|HORIZON.2.1|HORIZON-HLTH-2022-DISEASE-07-03|HORIZON-HLTH-2022-DISEASE-07|HORIZON-HLTH-2022-DISEASE-07|HORIZON-RIA|The fragile health systems in urban sub-Saharan Africa (SSA) are already overwhelmed with NCDs. Despite this, the implementation of the evidence-based WHO Best Buys policies for NCDs prevention in the African region has been found to be off-track. Additionally, less attention has been given to adolescents and yet this is a period in life where behavioural patterns of NCDs risk factors are established and track into adulthood. There is also a gap in our understanding on how to implement and scale up effective diet and physical activity interventions in real world settings in SSA.Our project therefore aims to reduce two important modifiable risk factors for NCDs: unhealthy diets and physical inactivity and their underlying social determinants among adolescents (aged 10-19 years) living in  mixed socio-economic urban communities in two SSA countries (Ghana & Kenya) by designing, deploying, and evaluating strategies for implementation of evidenced and theory based interventions mapped on to the WHO Best Buys. We selected the two countries because they represent different cultural contexts of nutrition transition (East and West Africa), and both countries are undergoing rapid economic development, urbanisation and increases in NCD prevalence. The intervention delivery will take a multi-sectoral approach to increasing the capability, opportunity and motivation of adolescents to eat healthier and be more physically active. We will focus on three settings to enhance the reach: secondary schools and, family/community/faith-based settings and the digital environment using social media. Together, this project will increase opportunities, awareness, knowledge and health literacy, motivate adolescents to increase self-efficacy, guide self-regulatory actions and adopt positive health behaviour (such as dissuasion from physical inactivity and sedentary behaviours, or unhealthy food choices) to prevent NCDs.|10.3030/101095375|Cluster Health
101136812|PREMIO COLLAB|Personalised response monitoring in oncology: co-creating clinical trials in advanced breast cancer|2024-01-01|2029-12-31|7543676,25|HORIZON.2.1|HORIZON-MISS-2023-CANCER-01-03|HORIZON-MISS-2023-CANCER-01|HORIZON-MISS-2023-CANCER-01|HORIZON-RIA|PREMIO COLLAB’s vision is to prolong overall survival and improve the quality of life for patients with metastatic breast cancer (MBC) by providing refined guidance for managing response monitoring. PREMIO COLLAB strives to facilitate improved patient care and streamlined clinical workflows addressing the needs of patients, healthcare professionals, and society.Response evaluation methods for patients with MBC have not been modernised for decades, although molecular imaging with FDG-PET/CT has emerged as a highly accurate method for staging MBC, and staging and monitoring MBC has a profound influence on treatment options and the chances of survival. Furthermore, the patient perspective has rarely been considered, although continuous response evaluation in a monitoring setting has interacted with the life of MBC patients for years. Still, no specific recommendations are provided internationally for response evaluation in MBC or in the overall management of monitoring. PREMIO COLLAB offers complementary competencies in an interdisciplinary collaborative effort to lift this complex task. In a pragmatic multicenter randomised clinical trial (RCT), we will apply the intervention of FDG-PET/CT-based monitoring and compare it with conventional CT as state-of-the-art. The objectives are to analyse the impact of the intervention on overall survival and quality of life in patients with MBC and include cost-effectiveness analyses directly informing HTA agencies and health policymakers. Building on knowledge from the RCT, we will use participatory research designs to develop improved and modernised patient pathways and digital workflows. AI-based solutions in imaging and liquid biopsies constitute perspectives with a broader horizon.The work will be done in multiple European centres and living labs with patient representatives, clinicians, and relevant stakeholders aiming to provide knowledge for updated recommendations with a view to subsequent clinical implementation.This action is part of the Cancer Mission cluster of projects on ‘‘Diagnostics and Treatment (diagnostics).”|10.3030/101136812|Cluster MISS
101194491|QUEX|Quantum Excellence Centre|2025-04-15|2029-04-14|9999650|HORIZON.2.4|HORIZON-EUROHPC-JU-2023-QEC-05-01|HORIZON-EUROHPC-JU-2023-QEC-05|HORIZON-EUROHPC-JU-2023-QEC-05|HORIZON-RIA|In this proposal we will set up the Quantum Excellence Centre (QUEX) as a one-stop-shop for potential end-users of quantum technology. To take full advantage of the emerging EuroHPC quantum computing infrastructure, it is essential that a Centre of Excellence exists, where top researchers within Europe can collaborate on world-changing quantum applications, boost the European quantum ecosystem, create a virtual (and possibly physical) forum for end-users to share experiences, express requests for the eco-system etc., and focus the development on the needs of academic and industrial end-users. To reach the objectives above we will follow two main strategies:1.Firstly, we focus on the needs of the end-users in the development. We aim to develop a co-creation process where we join various state-of-the-art open-source tools to obtain a high quality ‘modus operandi’ in all steps of the procedure from defining the problem/challenge all the way to test and validation. With QUEX developed software we will use the EOSC-quantum hub to distribute software modules, packages, and libraries.2.Secondly, the training and skills development shape an important part of the proposal, offering customizable training programs from excellent quantum experts to enhance skills and knowledge transfer within the quantum community. Skills development is an area where the consortium has immense experience – it includes educational modules in the quantum area as well as intensive experience giving summer schools, PhD-courses, conferences etc. This will be expanded with online material of types like videos, slides, notes/reports, exercises, solutions etc.Establishing QUEX will accelerate the adaptation of quantum computing within Europe, allow European industries to be one of the first to reap the benefits of quantum computing, and ensure strategic autonomy for the EU on quantum computing.|10.3030/101194491|Other
101177798|CISMA|CiSMA: Circular Steel for Mass Market Applications|2024-11-01|2028-04-30|4380528,5|HORIZON.2.4|HORIZON-CL4-2024-TWIN-TRANSITION-01-46|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-RIA|Scrap-based production of Steel using Electric Arc Furnace (EAF) with possibility of 100 % scrap charges, offers a Circular Economy-based solution to reduce CO2 emissions when compared to the integrated Blast Furnace (BF) + Basic Oxygen Furnace (BOF) route (1.81 tCO2/tsteel for BOF vs 0.23tCO2/tsteel for EAF). However, EAF production of sheet steel is currently not a reality due to the effect of undesired residual elements in the scrap.The aim of CiSMA is to introduce scrap-based EAF steel products into mass-market sheet metal consumer goods with high-quality requirements, currently served with BOF steel (96 % of the market).First, by generating fundamental knowledge on how residual elements, and Copper in particular, interact with sheet Steel and its performance. This will be done combining state-of-the-art methodologies with specialized resources, such as Synchrotron, to design Steel grades and determine safe residual thresholds.Next, scrap as a raw material will be studied together with methodologies to improve its quality and maximize the use of low-quality scrap, through the use of techniques that separate undesired inclusions from the main stream of steel.Finally, by generating a toolbox of enabling technologies to introduce recycled sheet metal in the industry: 1) fast characterization tests for quality control, 2) online test methodologies that can be applied in the press floor, and 3) the development of Machine Learning-enhanced Finite Element Modelling and Digital Twin that allow adapting production processes to feedstock with high variability.These developments will be showcased in applying four steel compositions into two pilot trials for mass-market applications: automotive and white goods. These trials will ensure that the material and production route developed can be readily accepted by the market, demonstrate the developed toolset of enabling technologies, and quantify the environmental improvements achieved compare to the current product.|10.3030/101177798|Cluster 4
101225910|RESCUE|Resilient Edge Systems for Critical infrastructure and Urban Environments|2025-09-01|2028-08-31|0|HORIZON.2.3|HORIZON-CL3-2024-INFRA-01-03|HORIZON-CL3-2024-INFRA-01|HORIZON-CL3-2024-INFRA-01|HORIZON-RIA|The RESCUE project aims to strengthen the resilience, security, and adaptability of critical infrastructure systems through advanced edge computing, AI-driven anomaly detection, and robust communication networks. In an era of increasing cyber threats, environmental challenges, and resource uncertainties, maintaining stable and secure critical infrastructure is vital for societal well-being and economic continuity. RESCUE focuses on real-time data processing at the edge, resilient communication channels, and advanced cybersecurity to enable continuous operation and rapid response to risks. The project will deliver cutting-edge solutions to enhance the reliability of power distribution, urban infrastructure, and communication networks by implementing flexible, autonomous systems that maintain functionality even in the face of unexpected disruptions. By integrating diverse sensor data, strengthening multi-channel connectivity, and employing AI for predictive insights, RESCUE ensures that infrastructure systems can detect, classify, and respond to threats autonomously. The project combines technical innovations with a strong emphasis on data privacy and security, aligning with EU regulations like the Cyber Resilience Act and the AI Act. Through rigorous testing and demonstrative use cases across Europe, RESCUE’s solutions will set new standards for critical infrastructure resilience, paving the way for safer and more dependable smart city and energy systems.|10.3030/101225910|Cluster 3
101178719|Lasers4MaaS|Laser-as-a-Service Digital Platform with Dynamic Beam Shaping for Acceleration of Smart, Decentralised and Sustainable Factory of the Future|2024-12-01|2028-05-31|0|HORIZON.2.4|HORIZON-CL4-2024-TWIN-TRANSITION-01-03|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-RIA|Digital servitisation of manufacturing allows to produce on-demand customised products, with high quality, flexibility and short lead time. Although this is a win-to-win situation, there is a lack of methodologies. To reverse this trend, the project Lasers4MaaS will spearhead innovations in manufacturing technologies and digital platforms with associated services. The ultimate goal is to enable a 6-point strategy (reconfigure, connect, control, predict, improve, comply) to operationalise the smart, decentralised and sustainable factories of the future.Lasers4MaaS is set to deliver breakthroughs that merge manufacturing technologies with cutting-edge digital innovations. It marks significant scientific and technical advancements in several areas: the latest advances in dynamic beam shaping and modular production schemes to maximise flexibility and reconfigurability; harmonized protocols and distributed/centralised ledgers for data interoperability across factory boundaries; IIoT solutions for remote monitoring/predictive maintenance; real-time AI-based decision support for improved product quality;advanced physics-based digital twins;life cycle-based tools for environmental impact and costing assessment. The Lasers4MaaS digital platform, with its comprehensive range of services and breakthroughs, will be demonstrated in automotive, fusion, food packaging, aerospace and hydrogen sectors, which are considered strategic sectors for reaching the Green Deal objectives.This consortium comprising 4 academic partners, 8 industrial partners and an industry advisory board, ensures a seamless progression from TRL 4 to 6 with well-defined exploitation routes, while supporting standardisation initiatives, such as digital product passport, and facilitating training initiatives and knowledge transfer.|10.3030/101178719|Cluster 4
101155852|PIPELINE|Pregnancy and Infant PrEparedness pLatform IN Europe|2025-01-01|2028-12-31|0|HORIZON.2.1|HORIZON-HLTH-2024-DISEASE-03-11-two-stage|HORIZON-HLTH-2024-DISEASE-03-two-stage|HORIZON-HLTH-2024-DISEASE-03-two-stage|HORIZON-RIA|Recent epidemics have highlighted how infectious disease outbreaks can severely and sometimes uniquely affect the short and longer term health of pregnant women and their infants. Nevertheless, these groups are invariably excluded from pandemic preparedness and response research, as during the COVID-19 pandemic.  Our ambition is to develop a dedicated pregnancy-infant preparedness platform for adaptive trials, to improve pandemic preparedness for these underserved populations.The objectives of PIPELINE are to: 1) establish a multi-country adaptive trials platform that that can support novel diagnostics, vaccines and therapeutics for infections in pregnancy and infancy, able to pivot rapidly to emerging health threats; 2) create and sustain a responsive and “ever-warm” clinical trial network of sites with expertise in recruiting pregnant women and infants and adaptive trial designs; 3) undertake an adaptive platform trial on respiratory syncytial virus immunisation in pregnant women and infants, to test the platform’s capabilities and address a public health priority for the EU; 4) evaluate novel sampling techniques and immunity approaches with relevance for preparedness; and 5) embed all activities within sustained dissemination, exploitation and communication with key stakeholders to translate results into policy recommendations.We will achieve these objectives through our multidisciplinary partnership with track records in maternal and infant health research, who will leverage and strengthen existing networks to maximise Europe-wide outreach to benefit PIPELINE. Our objectives are aligned with Horizon Europe Work Programme 2023-24 Health Destination 3 “Tackling diseases and reducing disease burden” as our work will reduce the health burden of disease through more effective management, lead to improved preparedness of health systems to respond to health emergencies, and reduce citizens’ risk of, and increase their knowledge about, health threats of epidemics.|10.3030/101155852|Cluster Health
101226352|PEN-CONNECT|OPTIMIZING CARE PATHWAYS AND QUALITY OF CARE FOR MODERATE-TO-SEVERE HYPERTENSION, DIABETES AND COMMON MENTAL HEALTH MULTIMORBIDITY IN MOZAMBIQUE|2025-08-01|2030-07-31|3999947,5|HORIZON.2.1|HORIZON-HLTH-2024-DISEASE-13-01|HORIZON-HLTH-2024-DISEASE-13|HORIZON-HLTH-2024-DISEASE-13|HORIZON-RIA|Non-communicable diseases (NCDs) like hypertension, diabetes, and mental health conditions are a growing crisis in low- andmiddle-income countries (LMICs) such as Mozambique, straining healthcare systems and undermining national productivity.Individuals with multiple long-term conditions (MLTCs) face fragmented, poorly coordinated care, highlighting the urgent need forintegrated solutions. PEN-CONNECT pioneers the integration of two WHO evidence-based strategies—WHO PEN (primary care) and PEN-Plus (district-level care)—into a unified framework to address these gaps. Already implemented in many countries WHO-PEN and PEN-Plus serve as a foundation for bridging primary and district healthcare levels to deliver timely, coordinated, patient-centred care forpatients with MLTCs. The project develops integrated care pathways, leveraging digital health tools, and supported by implementation strategies co-created with stakeholders. PEN-CONNECT builds on the premise that strengthening the integration of PEN and PEN-Plus will be more effective than when addressed in isolation. By addressing critical knowledge gaps and contributing new theoretical frameworks, PEN-CONNECT advances the state-of-the-art for integrated MLTC care. PEN-CONNECT generates robust clinical, implementation, and economic evidence to inform global policy and practice, offering a scalable, adaptable model for LMICs to improve care and health outcomes. Its Roadmap including Implementation Toolkit offers actionable guidance, training materials, and decision-support tools for healthcare providers and policymakers, ensuring sustainability and scalability. The project aligns with SDG 3 and EU's commitment to global health equity. By strengthening healthcare delivery and reducing costs, PEN-CONNECT improves patient outcomes and quality of life for individuals with MLTCs while transforming NCD care in Mozambique and beyond. This collaborative initiative creates a benchmark for addressing NCD challenges in LMICs.|10.3030/101226352|Cluster Health
101156638|PHOENIX|PHOENIX: Precision Human Organs-on-chip for Enhanced Neuro-muscular and Cardiac Studies|2025-01-01|2028-12-31|0|HORIZON.2.1|HORIZON-HLTH-2024-TOOL-05-06-two-stage|HORIZON-HLTH-2024-TOOL-05-two-stage|HORIZON-HLTH-2024-TOOL-05-two-stage|HORIZON-RIA|PHOENIX aims to revolutionise biomedical research by developing the next generation human-based Organs-on-chips (OoC). OoC is a promising technology potentially able to outperform conventional preclinical models in providing patho-physiologically relevant setting for investigating human diseases, thus tackling the limited translational value of animal testing. OoC wide adoption is currently hampered by poor maturation of cellular models and shortage of non-destructive readout methods. PHOENIX will take current OoC platforms to the next level, overcoming such limitations by integration of core technologies already validated by the Consortium, namely Electric Recording (3dMEA), Force Sensing (3dFORCE) and Mechanical Stimulation (3dMECH).Two platforms will be developed: i) μHeart, to model functional cardiac tissues, and ii) μNMC to model neuro-muscular circuits. PHOENIX ecosystem will be completed by satellite products and qualified against specific contexts of use in clinically and industrially relevant environments. PHOENIX potential will be showcased with two genetic pathologies as demonstrators: LMNA-cardiomyopathies and Freidreich’s Ataxia, conditions in which electrical instability and mechanical impairment play important roles. For each platform, two versions will be released (Base and Pro), addressing the need of identified customer segments (research labs and Pharma/Biotech).In line with the 3Rs, PHOENIX platforms represent the ideal clinically relevant tools to test drugs and gene therapies, leading to faster/safer development processes, reducing the need for animal testing. Robust dissemination, exploitation and communication activities will address both key stakeholders (OoC players, end-users, end-beneficiaries and regulatory bodies) and society at large, fostering acceptance, adoption, economic viability and regulatory compliance.PHOENIX will last 4 years with a Consortium comprising 9 partners (Academic, SMEs and LEs) from 4 EU Countries.|10.3030/101156638|Cluster Health
101156353|EXPOSIGNALZ|Dissecting Brain Pollutant Exposure and its Contribution to Neurodegeneration and Alzheimer’s disease: From Signatures to Prevention Strategies to Protect and Maintain a Healthy Brain|2025-01-01|2029-12-31|0|HORIZON.2.1|HORIZON-HLTH-2024-ENVHLTH-02-06-two-stage|HORIZON-HLTH-2024-ENVHLTH-02-two-stage|HORIZON-HLTH-2024-ENVHLTH-02-two-stage|HORIZON-RIA|Human populations are impregnated by various types of chemical pollutants reported as “hazardous waste” present in the environment. Certain pollutants have adverse effects on brain, but the underlying mechanisms and time-window exposures are still unknown, as well as their contribution on dementia, the 7th leading cause of death. EXPOSIGNALZ project aims to delineate the impact of a selection of environmental pollutants on brain health throughout life and their role in dementia especially Alzheimer’s disease (AD) representing about 70% of dementia cases. Through interdisciplinary approaches, integrating experimental and epidemiological studies, our objectives are to: 1) Identify environmental pollutants likely to have neurotoxic effects and pro-amyloidogenic properties predictive of a neurodegenerative trajectory related to AD using in vitro screening models; 2) Characterize pollutant signatures associated with brain aging and AD in biological matrices of 4 European population-based cohorts of various age groups; 3) Understand the mechanisms of action of pollutants identified in the in vitro screenings and those found in biological signatures, using AD-iPSC and AD preclinical models; 4) Explore the impact of pollutants on early neurodevelopment as a factor of susceptibility for later neurodegenerative diseases using brain organoids and gestational contamination models and 5) Disseminate knowledge to policy makers, to the relevant stakeholders and general public in order to define guidelines for disease prevention and take actions for population’s health. The project, which aims to identify chemical pollutants as new risk factors  for dementia as well as  new pollutant-associated biomarkers, could contribute to: (i) reduce or delay the incidence of AD, and thus reduce the economic and social burden; and (ii) allow an earlier diagnosis of AD combined with new disease modifying treatments to delay the entrance of patients in the more severe stages of the pathology.|10.3030/101156353|Cluster Health
101147737|Bio-MeGaFuel|Bio Methanol Production via Chemical Looping Gasification Coupled with Membrane Reactors|2024-09-01|2028-08-31|3797326,25|HORIZON.2.5|HORIZON-CL5-2023-D3-02-07|HORIZON-CL5-2023-D3-02|HORIZON-CL5-2023-D3-02|HORIZON-RIA|Besides being an important chemical commodity, methanol is a multipurpose fuel that can be used directly in internal combustion engines, blended with other fuels or for producing fuel additives, which improve engine performance. Methanol has great potential to be one of the selected low-carbon fuels for heavy road and transportation and marine freight. Technologies that are using methanol as fuel are gaining more momentum and attention globally. However, two key issues may challenge the further uptake of methanol in energy systems: i) methanol is today produced from fossil resources, and ii) methanol is used mainly by chemical industries, leaving small room for the energy sector to count on it. Bio-MeGaFuel is proposing a novel route that converts low value biomass to methanol via an intensified process with a minimum carbon footprint comparable to conventional methods. Bio-MeGaFuel uses chemical looping gasification to produce clean syngas from biomass, and membrane reactor technology to directly produce methanol from syngas. A key feature of Bio-MeGaFuel is the possibility to maximize the conversion of hydrogen and carbon (via CO2 recirculation) from biomass waste to methanol with the minimum number of process steps. The process is based on the conversion of biomass waste aimed at increasing the capacity of biomethanol production in a sustainable way and addressing the increasing demand for biomethanol as a fuel. Bio-MeGaFuel is underpinned by technologies that are being developed to TRL 5 by an expert consortium. Besides, it is backed by a strong reference group including the business leaders and market players in biomass supply, whole methanol production value chain, potential end users, and potential future players in the production, management, and distribution of biomethanol. This greatly ensures the quality of the research and appropriate exploitation of the results predicted in Bio-MeGaFuel.|10.3030/101147737|Cluster 5
